electrode,j,T,V_rev,eta_act,eta_ohm,eta_conc,V_cell,model_act,j0_T,r_total,j_lim,electrode_label
Pt-ref,0.45448979591836736,298.0,1.2298732968034478,0.08025852178691713,0.04099557609272005,0.001552656831838836,1.352680051514924,butler-volmer,0.02,0.090201312462653,3.9902653971846744,B
Pt-ref,0.4746938775510204,298.0,1.2298732968034478,0.08137132964788334,0.04281801077308794,0.0016262364215149125,1.355688873645934,butler-volmer,0.02,0.090201312462653,3.9902653971846744,B
Pt-ref,0.49489795918367346,298.0,1.2298732968034478,0.08243806786492415,0.04464044545345582,0.0017002400959683244,1.3586520502177961,butler-volmer,0.02,0.090201312462653,3.9902653971846744,B
Pt-ref,0.5151020408163265,298.0,1.2298732968034478,0.08346238827362078,0.04646288013382371,0.0017746727720785948,1.3615732379829708,butler-volmer,0.02,0.090201312462653,3.9902653971846744,B
Pt-ref,0.5353061224489796,298.0,1.2298732968034478,0.08444752623143094,0.0482853148141916,0.001849539452734246,1.3644556773018046,butler-volmer,0.02,0.090201312462653,3.9902653971846744,B
Pt-ref,0.5555102040816327,298.0,1.2298732968034478,0.0853963614665853,0.050107749494559484,0.001924845228850597,1.367302252993443,butler-volmer,0.02,0.090201312462653,3.9902653971846744,B
Pt-ref,0.5757142857142857,298.0,1.2298732968034478,0.08631146823281333,0.051930184174927375,0.002000595281447087,1.3701155444926356,butler-volmer,0.02,0.090201312462653,3.9902653971846744,B
Pt-ref,0.5959183673469388,298.0,1.2298732968034478,0.08719515694346733,0.05375261885529526,0.0020767948837862355,1.3728978674859966,butler-volmer,0.02,0.090201312462653,3.9902653971846744,B
Pt-ref,0.6161224489795918,298.0,1.2298732968034478,0.0880495089612503,0.055575053535663145,0.0021534494035764552,1.3756513087039377,butler-volmer,0.02,0.090201312462653,3.9902653971846744,B
Pt-ref,0.636326530612245,298.0,1.2298732968034478,0.08887640584805678,0.057397488216031044,0.0022305643052410217,1.3783777551727765,butler-volmer,0.02,0.090201312462653,3.9902653971846744,B
Pt-ref,0.656530612244898,298.0,1.2298732968034478,0.08967755409885754,0.05921992289639892,0.002308145152255567,1.3810789189509598,butler-volmer,0.02,0.090201312462653,3.9902653971846744,B
Pt-ref,0.676734693877551,298.0,1.2298732968034478,0.09045450616976375,0.06104235757676681,0.002386197609556665,1.3837563581595351,butler-volmer,0.02,0.090201312462653,3.9902653971846744,B
Pt-ref,0.696938775510204,298.0,1.2298732968034478,0.09120867844606075,0.06286479225713469,0.0024647274460240214,1.3864114949526674,butler-volmer,0.02,0.090201312462653,3.9902653971846744,B
Pt-ref,0.7171428571428571,298.0,1.2298732968034478,0.09194136666862361,0.06468722693750258,0.002543740537039094,1.3890456309466128,butler-volmer,0.02,0.090201312462653,3.9902653971846744,B
Pt-ref,0.7373469387755103,298.0,1.2298732968034478,0.0926537592376299,0.06650966161787047,0.0026232428671228705,1.391659960526071,butler-volmer,0.02,0.090201312462653,3.9902653971846744,B
Pt-ref,0.7575510204081634,298.0,1.2298732968034478,0.09334694873419953,0.06833209629823836,0.002703240532655872,1.3942555823685416,butler-volmer,0.02,0.090201312462653,3.9902653971846744,B
Pt-ref,0.7777551020408163,298.0,1.2298732968034478,0.09402194193856649,0.07015453097860624,0.002783739744683387,1.396833509465304,butler-volmer,0.02,0.090201312462653,3.9902653971846744,B
Pt-ref,0.7979591836734694,298.0,1.2298732968034478,0.09467966857392726,0.07197696565897413,0.0028647468318092205,1.3993946778681585,butler-volmer,0.02,0.090201312462653,3.9902653971846744,B
Pt-ref,0.8181632653061225,298.0,1.2298732968034478,0.09532098896542399,0.07379940033934203,0.002946268243181283,1.4019399543513953,butler-volmer,0.02,0.090201312462653,3.9902653971846744,B
Pt-ref,0.8383673469387755,298.0,1.2298732968034478,0.0959467007716905,0.0756218350197099,0.003028310551572607,1.404470143146421,butler-volmer,0.02,0.090201312462653,3.9902653971846744,B
Pt-ref,0.8585714285714285,298.0,1.2298732968034478,0.09655754492039616,0.0774442697000778,0.0031108804565613763,1.4069859918804832,butler-volmer,0.02,0.090201312462653,3.9902653971846744,B
Pt-ref,0.8787755102040816,298.0,1.2298732968034478,0.09715421085801397,0.07926670438044568,0.0031939847878139313,1.4094881968297213,butler-volmer,0.02,0.090201312462653,3.9902653971846744,B
